PLI_theta_FP1_FP2,PLI_theta_FP1_F3,PLI_theta_FP1_F4,PLI_theta_FP1_F7,PLI_theta_FP1_F8,PLI_theta_FP2_F3,PLI_theta_FP2_F4,PLI_theta_FP2_F7,PLI_theta_FP2_F8,PLI_theta_F3_F4,PLI_theta_F3_F7,PLI_theta_F3_F8,PLI_theta_F4_F7,PLI_theta_F4_F8,PLI_theta_F7_F8,PLI_alpha_low_FP1_FP2,PLI_alpha_low_FP1_F3,PLI_alpha_low_FP1_F4,PLI_alpha_low_FP1_F7,PLI_alpha_low_FP1_F8,PLI_alpha_low_FP2_F3,PLI_alpha_low_FP2_F4,PLI_alpha_low_FP2_F7,PLI_alpha_low_FP2_F8,PLI_alpha_low_F3_F4,PLI_alpha_low_F3_F7,PLI_alpha_low_F3_F8,PLI_alpha_low_F4_F7,PLI_alpha_low_F4_F8,PLI_alpha_low_F7_F8,PLI_alpha_high_FP1_FP2,PLI_alpha_high_FP1_F3,PLI_alpha_high_FP1_F4,PLI_alpha_high_FP1_F7,PLI_alpha_high_FP1_F8,PLI_alpha_high_FP2_F3,PLI_alpha_high_FP2_F4,PLI_alpha_high_FP2_F7,PLI_alpha_high_FP2_F8,PLI_alpha_high_F3_F4,PLI_alpha_high_F3_F7,PLI_alpha_high_F3_F8,PLI_alpha_high_F4_F7,PLI_alpha_high_F4_F8,PLI_alpha_high_F7_F8,PLI_beta_low_FP1_FP2,PLI_beta_low_FP1_F3,PLI_beta_low_FP1_F4,PLI_beta_low_FP1_F7,PLI_beta_low_FP1_F8,PLI_beta_low_FP2_F3,PLI_beta_low_FP2_F4,PLI_beta_low_FP2_F7,PLI_beta_low_FP2_F8,PLI_beta_low_F3_F4,PLI_beta_low_F3_F7,PLI_beta_low_F3_F8,PLI_beta_low_F4_F7,PLI_beta_low_F4_F8,PLI_beta_low_F7_F8,PLI_beta_high_FP1_FP2,PLI_beta_high_FP1_F3,PLI_beta_high_FP1_F4,PLI_beta_high_FP1_F7,PLI_beta_high_FP1_F8,PLI_beta_high_FP2_F3,PLI_beta_high_FP2_F4,PLI_beta_high_FP2_F7,PLI_beta_high_FP2_F8,PLI_beta_high_F3_F4,PLI_beta_high_F3_F7,PLI_beta_high_F3_F8,PLI_beta_high_F4_F7,PLI_beta_high_F4_F8,PLI_beta_high_F7_F8,RP_theta_FP1,RP_alpha_low_FP1,RP_alpha_high_FP1,RP_beta_low_FP1,RP_beta_high_FP1,RP_theta_FP2,RP_alpha_low_FP2,RP_alpha_high_FP2,RP_beta_low_FP2,RP_beta_high_FP2,RP_theta_F3,RP_alpha_low_F3,RP_alpha_high_F3,RP_beta_low_F3,RP_beta_high_F3,RP_theta_F4,RP_alpha_low_F4,RP_alpha_high_F4,RP_beta_low_F4,RP_beta_high_F4,RP_theta_F7,RP_alpha_low_F7,RP_alpha_high_F7,RP_beta_low_F7,RP_beta_high_F7,RP_theta_F8,RP_alpha_low_F8,RP_alpha_high_F8,RP_beta_low_F8,RP_beta_high_F8,FE_theta_FP1,FE_alpha_low_FP1,FE_alpha_high_FP1,FE_beta_low_FP1,FE_beta_high_FP1,FE_theta_FP2,FE_alpha_low_FP2,FE_alpha_high_FP2,FE_beta_low_FP2,FE_beta_high_FP2,FE_theta_F3,FE_alpha_low_F3,FE_alpha_high_F3,FE_beta_low_F3,FE_beta_high_F3,FE_theta_F4,FE_alpha_low_F4,FE_alpha_high_F4,FE_beta_low_F4,FE_beta_high_F4,FE_theta_F7,FE_alpha_low_F7,FE_alpha_high_F7,FE_beta_low_F7,FE_beta_high_F7,FE_theta_F8,FE_alpha_low_F8,FE_alpha_high_F8,FE_beta_low_F8,FE_beta_high_F8,label,subject
0.2163780302361465,0.008637429645508586,0.5215792224579527,0.2525869915601321,0.2286832738490011,0.34181928454778715,0.049323353830134344,0.3439568796612497,0.1901553256423006,0.08467614725545108,0.27356637974535086,0.49362957460421186,0.5626848381230293,0.024879121495613162,0.2761538163938061,0.14028191712359572,0.08967708469388397,0.4497285539539555,0.2801788987505698,0.356907708096844,0.4161019309510787,0.03755030983265321,0.4138966392214473,0.25104447144480796,0.08064803463565998,0.26657118360059445,0.5090323714500602,0.5983103975054985,0.05103280961255686,0.3866816041386115,0.2184750407008096,0.09543898394684126,0.5530097263607682,0.24021291852378462,0.3168712994031629,0.4125255132166488,0.008378169524247603,0.38825268222334164,0.11634889701915745,0.21609832868104392,0.2883454323975766,0.4227682629047626,0.5370813882124845,0.0648097248486621,0.29001024166651246,0.17645296623339876,0.08610319560408959,0.44005059080685033,0.20860465824189778,0.31020969826321015,0.3295871710557385,0.009037164001947675,0.3291303062969089,0.09534576820539667,0.2629206774029657,0.29525772233819864,0.4758590943705104,0.6049930523530274,0.12215556234589289,0.27942897855679366,0.130765411306502,0.009161409447476065,0.39977366347177956,0.10878471013740491,0.30758880941369754,0.31784656042555376,0.018286027310769715,0.38070044390501256,0.09230460097683836,0.2529714797698712,0.2735253930250584,0.44004944834490745,0.5339336639043522,0.15542469471523931,0.34298822410680296,0.0797679434027617,0.09136736856771313,0.13660241373109727,0.09919918976903078,0.13816637338957377,0.14677838106889887,0.030072485994811132,0.031442751337459385,0.055303422545166875,0.03352412688873202,0.06937779745792758,0.058997057864268676,0.04651724989609943,0.06545188195732814,0.10767894659433928,0.05100714239045242,0.07116607162468144,0.06387789748685778,0.0842069235828277,0.09904184599796759,0.19016476606024116,0.07541520234949398,0.1283506684519484,0.13313188448364016,0.07072788392036715,0.07445468882672862,0.12311726091050254,0.047087903961343665,0.09310736877098978,0.08540604489916065,1.3951580547755944,1.3863247012323778,1.3863662592188077,1.3109237169168675,1.4096001205366808,1.4419480247677614,1.8666771020775301,1.8671993996070608,1.8073223018683353,1.737467516987408,1.8422464051933187,1.8921100250764742,2.1164746469476126,2.0814058504842508,2.0308026937270416,2.0600941176200624,2.1167367130775037,2.1704303383970585,2.200793573180742,2.1753182043993955,2.180742484336937,2.2216742980016537,2.207816149951616,2.171386265479994,1.6453767609120225,1.6473244981930426,1.6766083489377988,1.6543335496714453,1.5859295446707886,1.6569002989064239,2,HC_001
0.2790649217046793,0.0339953552131078,0.4659467618235269,0.034226045750657234,0.5008603982693572,0.5181379313127263,0.09712587385003933,0.5581102244851326,0.01411268846947202,0.2402863293109637,0.457767436562526,0.4017614410838052,0.3510028054651402,0.16242938179541563,0.15321185330156725,0.16398862364421934,0.1258056927229562,0.1145353401989349,0.03416939885586901,0.5875176147126782,0.5720994623877095,0.28954462366438577,0.5768915109852957,0.09084221724642266,0.40598642576757543,0.4429017280743051,0.3632249503398109,0.7188625825708599,0.10648668972338174,0.07806631475094986,0.001225202330538165,0.2042436649689351,0.39232623627512925,0.14479066558128803,0.4894428108070006,0.48820385327667587,0.20323255927959927,0.5829604888915862,0.2234170443179854,0.5928504252356162,0.5904708976502724,0.6080458465931183,0.6273154198382561,0.3134916465777421,0.361148944052697,0.02291360891256855,0.2153884800951669,0.4493299357440757,0.14289846987658691,0.48993605738099766,0.4307446310221678,0.05584691126870523,0.5292630309938648,0.16399706742067294,0.457665698740636,0.5093053213942174,0.5975062828420408,0.4886946833489251,0.3228038865310352,0.41028863420708706,0.10897546446121108,0.3009143354519793,0.49762050397059115,0.27348520206767724,0.5616485957913145,0.46642449495912824,0.06266731136087983,0.500781527411161,0.24916791189292004,0.45568557300886986,0.4921240889129471,0.6190755826108106,0.5106136240559618,0.36612963324068537,0.49599824195324776,0.09308509434550603,0.09735753900008226,0.11368712365029977,0.10224478348975322,0.10411208879353065,0.09346930770593498,0.027807822050952457,0.028105431070919187,0.0474953139403153,0.06596676655442717,0.0637535496441516,0.05621376666862489,0.02408242549012143,0.0281280054325008,0.07801578303079625,0.05736523289594982,0.05053396183811884,0.050653321201758084,0.03127384536579336,0.033522974179632174,0.04810229083719981,0.03953402535217713,0.04765393829135817,0.04689248917693903,0.03401547599430895,0.03386948069264039,0.07514559737911718,0.04089883859611016,0.07230862187189183,0.04696347932009728,1.1698199832377691,1.2439902853987894,1.1995774680928162,1.2596710676323104,1.267691586562683,1.2617406614531994,1.8695859445589458,1.9038209625482025,1.8894323497991206,2.003547524107974,1.9820030804644293,1.9527575495415836,2.135094942128993,2.1157312094142755,2.169964468319561,2.2560958607881645,2.1950728432570434,2.1716511766736906,2.2450111676154765,2.2486618908076306,2.26527247958419,2.2464605369038453,2.2602834055750773,2.245382236763322,1.584446952325964,1.594577776177106,1.558635421341085,1.570300446730211,1.5760102619482814,1.6524280700124978,2,HC_002
0.10984763000484321,0.09288562791037813,0.4417908545046003,0.05396654718764054,0.31324840653991254,0.3850338156016916,0.09072979530028576,0.42279640725678036,0.0274980790401128,0.051991402785633016,0.1330427749313828,0.4246117770048517,0.5209263943105091,0.09350678019149251,0.19920195345970454,0.13764022035239076,0.08861294578300394,0.35967880237613403,0.07927965323419106,0.36523676317399234,0.3987393072351974,0.22708633393069552,0.5309709595489548,0.023678198335160498,0.060180264308496344,0.18924394547714565,0.420732936907161,0.5906009037661111,0.05694618715422231,0.2830854667878115,0.21456165209823533,0.16702899081600434,0.3728613882238453,0.06403076303036613,0.3133525912256293,0.3891373234170232,0.06607907457405197,0.4035113001030516,0.017600427505183064,0.13016416455470234,0.13759462919967722,0.40084442015370997,0.5527646007790592,0.09423322762957712,0.24670478024059364,0.22073386082065585,0.06917962749105792,0.35535236301879225,0.09842560592525842,0.35202312191518903,0.3944442463413487,0.03822902043920626,0.305715525215502,0.05435948366418991,0.13784583995838662,0.0023496785653818277,0.3849596343301942,0.4559858327146985,0.07944348311513355,0.2902826612750776,0.2600640298326793,0.08562397117471315,0.4736808919853549,0.10583840150185718,0.230721042258069,0.27483627412383455,0.21930114642038637,0.17277457585452927,0.04233149809072938,0.0002305454777014764,0.16785478788414118,0.3862262006689393,0.38495681507495766,0.05943841512226786,0.19817406301380908,0.08844393226777339,0.09017885636517026,0.06766743922606505,0.086928155390923,0.07770331454971072,0.08073184939979583,0.032442774144007896,0.045240808380513926,0.033542167780742566,0.04039502335284392,0.059357011967799855,0.05331420104875201,0.057785503269864605,0.06341050330722932,0.06509217471343598,0.07471147161778524,0.06157685967189053,0.05968067969390594,0.12897759285757637,0.12270796862144585,0.19305218666981205,0.16163964484295787,0.13989797614176047,0.18164016870634847,0.15693914481120802,0.15670423594676103,0.2027386790942547,0.2864984628073011,0.15602604168448156,0.17540291325488055,1.3401426113486978,1.3723898379399646,1.4183127649701248,1.3821190672669779,1.4176871510722728,1.430320922103232,1.930855901017704,1.8737338313616376,1.872556583858345,1.9162860641939263,1.7945322000432298,1.8696935261326564,2.194867530486481,2.1475008441898846,2.1255712715757626,2.146614615280398,2.183611200002574,2.194318242241294,2.2322145214737286,2.272069295689351,2.253145571063287,2.1964193481017,2.2738438004755595,2.2574793455952995,1.6503834064207235,1.5904890818456443,1.585613214415665,1.6416055307148798,1.6445724727554185,1.7357464336876438,2,HC_003
0.274510105259318,0.06685932086506852,0.3623597083112916,0.18073638838639733,0.5015054833440177,0.29122142006295115,0.2021589308371119,0.2741968762199914,0.256587120888292,0.08365457697803846,0.13534148100448254,0.2611309960548754,0.35910403162491833,0.3347206804982606,0.04845999373081271,0.316501756495148,0.1191693717757004,0.382439672195649,0.08312354066713037,0.4153032476943866,0.30393376545011314,0.1862322280984059,0.2792930247721862,0.2068837733087491,0.11489769555026343,0.12261125667334005,0.32109786812392244,0.4139444545724198,0.35734549674217647,0.15905131286741184,0.4513705400499416,0.14922932013348922,0.554149832955858,0.09869467824291131,0.5197311429841339,0.3803756735696225,0.3448684270808986,0.3346584862131057,0.29017387109028714,0.06054461441387916,0.31953670624276564,0.2627106519484638,0.25000712322308044,0.528947976393645,0.22413278450874713,0.2594059270215993,0.012078037713040444,0.4032286439762981,0.10718542927252207,0.42779414455780196,0.2827442294888562,0.17880658246642317,0.2762472646611422,0.21661254012879047,0.1623153464647256,0.2652114696903613,0.31831357277484,0.3421516977947345,0.42849974390173307,0.23452171153832202,0.23559601445031197,0.01783102154196035,0.34765174455565767,0.1016521898352089,0.4452884325864972,0.24914686601153832,0.22155712604456723,0.24237605901690112,0.24665160303355813,0.10498009854814978,0.16300188372785251,0.23830413963544225,0.3023895964646963,0.39435842835794804,0.14168196491230362,0.07080113045007089,0.057636011071329506,0.085643443385353,0.0750371733456472,0.07147197725026194,0.05247954855769127,0.025752301792295124,0.02332307654255473,0.03387990258381179,0.025387041911481143,0.030659351414777315,0.02199366402664992,0.07510802815402978,0.07712758732957624,0.09239229605577676,0.07239411694101958,0.05679578562102599,0.06404096790002309,0.05235683852883868,0.05414730168682096,0.07756588453373861,0.05736465678417293,0.06131719500653704,0.05614348267293482,0.05518486879473322,0.05365777413894836,0.07764386283233368,0.102327360344373,0.05499841069322957,0.07432591657481187,1.2442551935928083,1.2336150430081207,1.2522152337455892,1.17365397286122,1.1807780487355992,1.2198403255259072,1.8239219022667232,1.8084816596530733,1.9120590380611855,1.8882730374373609,1.8173538093210395,1.8099239534298965,1.9470716946888236,1.8956500043261346,2.040865534152235,2.055182169718935,2.023288717379622,2.018136224909375,2.060062349117401,2.0780645261321102,2.0443920959100974,2.115852805131149,1.9997324750698051,2.0884193803739453,1.4724285448167935,1.4799326430935473,1.4572188496639495,1.4511009991507942,1.4663150042740236,1.4958601115932106,2,HC_004
0.12667570415817708,0.06649999405601965,0.29924528384683013,0.18578568300962092,0.2731928469288016,0.5322989417009667,0.08355310062424638,0.5175983104707856,0.26308530884165615,0.2202655863905574,0.356924831427744,0.5257759276230651,0.4993831787893889,0.3038936928110224,0.3919628710072422,0.12655105508384015,0.008912721771841409,0.2699567608229317,0.050061391544189655,0.30978460850153017,0.5184383303349831,0.23481615927322763,0.5334470272139534,0.24503471494495196,0.260762287873532,0.43405435234650475,0.5703435832492755,0.5935523781583383,0.18979338589285027,0.34062141183473327,0.13499483864411838,0.07705151324852785,0.23670746117235172,0.06655927599553979,0.3978494824067328,0.4669441282176275,0.11663514297345891,0.5167199837000112,0.21288638166630935,0.3619647883722131,0.489839059625016,0.5841597133799725,0.5841378573759024,0.3117286807484384,0.3911160013339191,0.12287080440328961,0.017221753257836578,0.2955921030399598,0.07436600130040087,0.3497532314332519,0.4786909794049751,0.056659698081113236,0.5015707701051582,0.2239865426477029,0.2546557241769529,0.4473457401203807,0.4892780783746589,0.42232593732111817,0.17855209411409256,0.42273406403951047,0.08473579598152868,0.09510591184944521,0.293762335425055,0.048787491734176826,0.24380835126447972,0.34476267126891497,0.1249905326802538,0.4195447905908879,0.12943865791767079,0.18969283495373898,0.3973402683152114,0.4107959973164453,0.27601152865039286,0.011725640343983325,0.30782817757344527,0.07196022104925237,0.06518588841003585,0.08333022342940737,0.10047136386884326,0.07917520028582481,0.08471521814122038,0.03286122033680254,0.02614709147904199,0.03122316792668957,0.04588469196854298,0.036818551314159,0.04121954808544993,0.04405410776215025,0.036808081812463714,0.046138011733422295,0.06754503916727636,0.07018772610318533,0.0856138597450936,0.05517233241239118,0.04392694833064133,0.0462371091316966,0.07324830299569189,0.0581240269646254,0.07020427074034201,0.07518943671490427,0.07015857853752132,0.048706436788409045,0.11358269477753771,0.06032746352756307,0.09865183105213057,1.3011286647885636,1.2682860205484552,1.1794168875198197,1.3613438241184628,1.3050371534396994,1.2888524291420858,1.9193721541984152,1.849293820561314,1.8114424891917196,1.8953903222187456,1.8652789233914102,1.8534919954478042,2.144499398460586,2.120009528979851,2.0929309708691637,2.105984387921686,2.090601300159751,2.1586563267230603,2.201624414825005,2.1909227599594616,2.0865461893475064,2.1723638786626633,2.162246952094976,2.24685190347485,1.5829911164582497,1.5412673323506747,1.5302156301012635,1.5943955658528288,1.5790524573944498,1.633022805296154,2,HC_005
0.010852596531381679,0.016003503123772665,0.4625237312344465,0.12810554551695877,0.27371920008074035,0.41598200843706745,0.14729057455459624,0.549936087751618,0.1603286390762866,0.2663439486356344,0.43933659390100643,0.6365403075236588,0.5183194727447845,0.2586573471188449,0.46472858130573186,0.07115797983274381,0.16347334003807748,0.309499298862139,0.1722684792203014,0.12831474777724025,0.3979326832691702,0.014184350951511339,0.4404010059180757,0.03278478203344742,0.20069792917997015,0.3960622413623337,0.5225607462809101,0.3605890436197814,0.1347307608423771,0.37679010228627013,0.03479146409666309,0.20892408571597976,0.3055389383026549,0.2533376267192552,0.2827168868054522,0.3210465517679283,0.23397699620522897,0.3881344819172077,0.0870963183068858,0.1511156844499153,0.4750607539795979,0.3712386582977239,0.2325320121145306,0.3022286144574832,0.2210303948855486,0.051241633564012616,0.2571868316081838,0.2616982325561661,0.3408515380309874,0.29466731485248493,0.4037651563853552,0.45320145366347,0.39317103654090446,0.20596059921373994,0.10231696574718392,0.5060781537968396,0.21710448480498484,0.04410013826566932,0.4578117546057745,0.13374171371159185,0.0141166513442785,0.34338889118317517,0.2712159384409804,0.3435791281184481,0.2550837743114599,0.4301535126601662,0.487244864719742,0.4952113658789931,0.24939859252285623,0.13674879158440795,0.5845256682050319,0.09620567040399634,0.08542497192673275,0.4319409414577994,0.07273491528397495,0.0481356097479381,0.041505089374295936,0.10676147681670282,0.08886978015580559,0.081019386765973,0.10008476262410868,0.013820227734009462,0.010733176978681916,0.0210774528663573,0.019594663600150438,0.021965227868414615,0.021606185217275403,0.03152068737772692,0.027796044043514573,0.022023162672514928,0.02484714629041067,0.031057579217166464,0.02557494167960035,0.10884877404020478,0.11584513297791935,0.051127422407184764,0.06957532227642813,0.07267607584576438,0.053680448092876185,0.14484910090763167,0.17160085841716127,0.06221591709382102,0.11151087298226887,0.10849122868659888,0.05593359318318821,1.205685701062862,1.1837483795577928,1.290299373922044,1.2634202933715104,1.2797384323785517,1.299986274408553,1.9347049092745503,1.9151347582891665,1.86155243079556,1.9002136132646106,1.8810980669849795,1.8593191885650704,2.184222437621914,2.1821798006225808,2.1093148107306763,2.1860855036568987,2.1569122568253554,2.0984868207044083,2.2904072870275547,2.3130857903402293,2.2685223657449374,2.249301992325781,2.2760672331972134,2.2456529987274436,1.6545387080947838,1.6130697233072313,1.638519851770135,1.6506710672454652,1.5644767722244846,1.5917833446170275,2,HC_006
0.023911689186653918,0.07706997445225218,0.18482908654301827,0.04412809722081149,0.32440229834492473,0.3981595413061981,0.13947735490133872,0.3294126883114248,0.06994734553905335,0.03507884813590638,0.24631160571680624,0.3667657241166043,0.3093889814028269,0.01924600195676829,0.18782149281276883,0.10984621073518294,0.10649327300260665,0.17886317518978834,0.10229088379295809,0.3226362179019412,0.4462128036731016,0.019973006237434122,0.3961196544917071,0.07489556261485303,0.05215309964230171,0.26145472070851433,0.39658171968498906,0.4201290031946686,0.09766014107230159,0.2930952933264956,0.06120077755280424,0.03220354665908342,0.16693707257579607,0.06051268374710426,0.3327376664361524,0.22834252754271353,0.08006435012021221,0.3525583402526405,0.02028774569778349,0.1761765529911412,0.12768791262338475,0.35814382562095753,0.4034483530796434,0.08276215957939465,0.26851274038879663,0.03684939381729892,0.01078688731524351,0.15088967988422555,0.048938055634179405,0.25500841904367794,0.2605617464937191,0.1545465386413349,0.294124317053845,0.08831306141076702,0.14474686231060488,0.1785231796470709,0.3189603578076284,0.3825335149167406,0.09782898413516217,0.24586005876252523,0.05247110091676776,0.04217720156721547,0.07211564894393283,0.09835602548208529,0.20524835716154327,0.2297152488353359,0.19200996029967649,0.2242730906102748,0.12502253080464232,0.11337732161231928,0.16832569063069747,0.2531450577044162,0.38414790078120337,0.10408825910975075,0.2423499467517074,0.1039697576274667,0.08296512577603647,0.12774010417998444,0.07233232522703989,0.089013878032239,0.1121254624424704,0.03177322443651594,0.025145616112006147,0.04232274115688054,0.030747147166695743,0.071975092854681,0.051101973391815624,0.026645891009116962,0.01968881840865066,0.03613084830702169,0.022716744051549272,0.03642599795163545,0.04078766562794927,0.035216955123679415,0.032759799761760175,0.03951467151185305,0.02779521075231096,0.04345966635908747,0.05066329590280067,0.029838611997818763,0.032578932597197706,0.036357288434389574,0.04103794380758203,0.044538250354612646,0.04533017353651224,1.255046441803704,1.168641020457457,1.1823205923004643,1.2219458905122995,1.3151554391021458,1.301657464298773,1.884165234518672,1.876224494811753,1.7964312677843333,1.7937550564335982,1.6972847840047947,1.860531556575976,2.0978387738633404,2.1021511384373675,2.051290251460443,2.0851474778253505,2.1198723958365964,2.1357185102834224,2.1643499268381117,2.138445380393902,2.161817776945754,2.1350673511383196,2.1667137296215735,2.1457122307861978,1.5306196743399527,1.538160843726643,1.531862779301218,1.5030443448147757,1.5320847488200007,1.5996122687724306,2,HC_007
0.36773611685881313,0.00782062237534038,0.35928099949504744,0.09062526494323314,0.42608561327487976,0.25067829924625745,0.017341812404404338,0.46452252575038716,0.15462790586864553,0.14942592526629075,0.11799005485326151,0.5239829755965821,0.47161974459834516,0.13973267458105157,0.08867282586922735,0.16093763289610455,0.08442680951199215,0.3284192198564278,0.12308087090338297,0.34357803450963853,0.18500165243896002,0.14236364451976466,0.49427793919700985,0.054476676414620444,0.0973649485986084,0.035638699087916295,0.6186747008673873,0.4801404236950591,0.05192650444852505,0.09850727928946974,0.3071882915769743,0.17328353645695674,0.24426416937389403,0.20773853946181153,0.4559158311187213,0.0841119677980998,0.13547269069226725,0.5084002386988941,0.280794058102129,0.06608277391420599,0.07633059976293198,0.6235816015280793,0.4762130135924864,0.06160491868119363,0.006127083994584731,0.18737119725988705,0.06472670598836287,0.26636122194270334,0.14975689390450925,0.2970486109441071,0.17360642599476062,0.06753456086011378,0.46189755945808963,0.021530180125040595,0.20577586832859948,0.16965448082748366,0.5044054068896463,0.4667826722985317,0.17690327762521532,0.24766706366738708,0.075256006871131,0.020922498153122384,0.2643606808645879,0.11970668858284353,0.3435547195061949,0.2295767826102729,0.1216247832352828,0.375869430796913,0.05597339460010438,0.2078990905553087,0.15097624996337058,0.48858233607145346,0.46247156577847026,0.13933511602277873,0.19153217520323063,0.06746467637190791,0.10081916101195676,0.18922278318039282,0.12533876915840803,0.13068821776819445,0.1233471875913224,0.028901640243220533,0.030563238948077595,0.05475105019336827,0.04479061543339702,0.0588641466792183,0.04479970605505665,0.04877525737539442,0.06346174065009473,0.0982997575486129,0.07188895513874789,0.13804493463367484,0.11230236841049969,0.06600972128035322,0.06655571138738452,0.09906224149102817,0.08153149048596463,0.1251586995574521,0.08214273016146283,0.0649315244801029,0.06500896052713703,0.0955597895559254,0.082187054962862,0.10027243404723311,0.06985892744380917,1.3545923156036663,1.334754536443902,1.3293515566821763,1.4323072833473134,1.3939836025977979,1.3654304773243493,1.8704388819660493,1.905580719928193,1.8931983665214727,1.8897469669683893,1.8443463021382036,1.9099428112672716,2.106154093229016,2.026732598624939,2.0824656115052016,2.0789180739339295,1.9320557139274253,1.9964518853398474,2.210338858332146,2.2387045703271884,2.1534464029846045,2.212402337820009,2.1755793684665177,2.181393884638832,1.6518562723969028,1.609773699330852,1.5951957495591926,1.5727361920139638,1.5773507155352777,1.578049141961431,2,HC_008
0.29411697208923,0.11426078735451344,0.31889201821958646,0.15982453574420735,0.35067120683001807,0.3600296912812868,0.05024413930232627,0.3352658565344397,0.21793938656218836,0.14068180383673728,0.04923077686415048,0.6281196129827782,0.6004130675846331,0.1298271148258805,0.05406042831236686,0.211634908867204,0.055358820865388944,0.25752936639237234,0.04886292182336622,0.32917498805463663,0.452425397930962,0.11080949294492638,0.3604820705936738,0.2513903431926605,0.11159553232551225,0.09590650735590162,0.6396714258700329,0.5827259887734114,0.09488876308746985,0.1833108645558627,0.18446596992042727,0.1368751596858458,0.14491384321864798,0.043417472702875444,0.47647063203079426,0.39262951714956246,0.23340293544208626,0.46784601118853586,0.1273696325725434,0.12388384560914553,0.18925184785362817,0.49504326701949253,0.5465307400390229,0.029889152937639805,0.24574736360048416,0.13337496436916957,0.2672312375159193,0.3419365005057197,0.09681316279179897,0.5004900242515467,0.28372424493198534,0.26975203817679233,0.4148798643501701,0.06038408446545834,0.12272177688319245,0.04149122038735699,0.46892977660964896,0.4566339090635275,0.12586096197336663,0.31270408982159775,0.18385068175639396,0.17495704438289003,0.29613072557531245,0.07397325935665305,0.43033526367161057,0.36205263536636495,0.29438587912189385,0.44683228085880133,0.14326026478430007,0.2336521950551918,0.11800589322669551,0.45588517094610187,0.5054274928786706,0.13484029493785687,0.3624073347561072,0.09556534302835135,0.09890815728872164,0.14037731606096926,0.1727588015246874,0.09161064677078123,0.1135010079414119,0.043342206097291884,0.046031751419330025,0.07107247756664266,0.05701642473937877,0.04729023915043539,0.0566657009670295,0.04180279107744575,0.039039018409059004,0.03249543296306853,0.04256520316449921,0.04754437631494898,0.04244432016768767,0.0916836774587945,0.09671434586008537,0.13177083958147576,0.13395332038969196,0.1573385450951034,0.15419709043250282,0.1078616001617209,0.11600486666040645,0.14307979607583027,0.15703056153625694,0.1741000325875088,0.15583346128538103,1.4315320734791965,1.3946750300996869,1.4281883037064746,1.4340208350524757,1.4310672044320585,1.4126669541272572,1.9090007725218143,1.8657592903938036,1.8634994880058977,1.8882193552928057,1.9124603045500639,1.8471909244410576,2.1094899228442583,2.1780458088453,2.142488783387323,2.138111109224438,2.1998967383433916,2.1698042718188475,2.1770076796207136,2.185013307747375,2.181527018673834,2.081687249253195,2.245468195318627,2.2680732647369264,1.6013412412665602,1.6202238503595359,1.651571811208572,1.6686196400981155,1.675865441114249,1.6716120880022831,2,HC_009
0.07438216206393336,0.05103065376537769,0.36142140667785855,0.017625247399035968,0.37029756517685175,0.26675453851518194,0.049789496785758454,0.2638675696058607,0.13769985798385292,0.1901996949414677,0.19555248444259077,0.3095967393906072,0.49021496254763547,0.08359557866078646,0.13403418879953874,0.13654338457851808,0.0022254314000379393,0.28059692483068543,0.0008494277912050772,0.3492310255436814,0.29415831680188814,0.1274355336594243,0.24051881452405355,0.14317579826020418,0.1167921735238833,0.11539001356705428,0.3185350403743773,0.5656081016513942,0.03236132403389429,0.11135207441642082,0.023284190496766152,0.009384545820833153,0.20895113806720836,0.018570410369669943,0.39053479085437964,0.208382588513162,0.1212199747070994,0.20567684703163164,0.27872233865349844,0.17478912514746384,0.1180887101074131,0.3015653972485454,0.5157733359376387,0.04196560511123505,0.1812564100669943,0.0666001574234888,0.20264500343196348,0.21049792055020133,0.023810753734649758,0.44453923692206104,0.2072748938255796,0.13170971222340427,0.264018102393322,0.19252558764695787,0.2451034670315809,0.0861075248873599,0.4225553897037737,0.4227784596259098,0.0017570094349958197,0.2650651725251175,0.12045324411531823,0.08556002966009425,0.17110733601966846,0.014812741102906939,0.4065600368464887,0.18130913608591373,0.13311706204114113,0.250490477141936,0.19074817873476768,0.25223001450366433,0.1064445008713632,0.3703564450041643,0.4158598166118016,0.052671580351578554,0.30718388450282885,0.05229211656780005,0.07314932383911506,0.07389542300489321,0.09529058439722855,0.0572465404973161,0.04759576496001161,0.010003462479356216,0.01998481342924812,0.016337842768244404,0.026405358275079543,0.022523596958934623,0.01536670348920642,0.010690455544957914,0.02140622324645397,0.021461304292287816,0.02730261026937555,0.026573962666595355,0.027614491512426002,0.026244740520348638,0.058308545721284764,0.09101323314983169,0.08080899025949932,0.09044396169636766,0.10984336441468237,0.03932097702767618,0.073993143292436,0.15013396983629895,0.1382454128056683,0.14152710546862324,0.1570178552529484,1.2826083509819037,1.3303524112868725,1.2956896770788147,1.3234572274225633,1.3120730816689352,1.3575797331239046,1.9082056881351845,1.8579427977427554,1.8635485195735828,1.8996083900548448,1.9237080375209623,1.8912788497884463,2.1411160602540926,2.1286270739849904,2.145512035962718,2.199657225211279,2.147873744654502,2.17975192751998,2.185392203074978,2.188673678961189,2.1592444552863483,2.221430520412033,2.1819720738281094,2.1181844991330023,1.5516507890719238,1.569886617965806,1.5345408021038303,1.5975792796908392,1.5814641840322452,1.5570867922446456,2,HC_010
